distance_to_cell_km,rsrp_dbm,rssi_dbm,rsrq_db,sinr_db,interference_dbm,network_load_pct,connected_users,handovers_last_hr,signal_quality_score,signal_quality_label
0.04,-78.72,-67.92,-10.05,21.49,-107.26,8.31,31.0,2,69.2,Good
0.024,-72.46,-48.31,-19.5,30.0,-110.88,16.09,37.0,1,64.49,Good
0.341,-91.54,-76.44,-14.15,-0.37,-94.97,68.89,63.0,1,35.92,Fair
0.35,-90.22,,-18.22,-0.33,-93.94,69.83,54.0,3,30.53,Poor
0.457,-99.3,-81.78,-16.54,-7.64,-97.94,49.82,58.0,1,29.12,Poor
0.583,-91.49,-70.79,-18.93,-0.55,-95.93,52.94,50.0,1,33.36,Poor
1.676,-107.24,-88.89,-18.2,-8.85,-101.28,19.7,29.0,2,26.35,Poor
0.327,-98.48,-80.02,-15.27,-0.43,-100.74,28.92,31.0,2,39.13,Fair
0.176,-87.46,-77.36,-10.13,5.47,-100.86,32.95,36.0,2,49.74,Fair
0.714,-102.61,-87.11,-16.79,-10.0,-92.51,35.98,38.0,2,34.37,Poor
0.142,-85.38,-65.14,-19.5,17.18,-104.55,35.5,40.0,2,55.56,Good
0.26,-92.51,-72.54,-18.47,0.8,-98.77,51.95,53.0,2,35.39,Fair
0.037,-75.25,-60.1,-14.48,10.37,-90.72,74.57,58.0,3,49.73,Fair
0.02,-74.09,,-13.38,,-103.64,15.12,26.0,0,63.59,Good
1.479,-103.45,-85.07,-17.57,-8.3,-100.07,34.54,35.0,1,26.73,Poor
0.813,-106.84,-97.56,-9.17,-10.0,-101.21,42.68,37.0,2,46.44,Fair
0.536,-103.03,-88.48,-15.15,,-88.39,85.89,69.0,4,20.26,Poor
0.237,-90.05,-66.77,-19.5,7.14,-100.29,49.83,53.0,3,37.99,Fair
0.086,-76.34,-54.01,-19.5,17.71,-96.31,55.24,46.0,1,49.5,Fair
0.077,-83.2,-63.74,-18.35,22.56,-111.15,4.02,24.0,3,56.79,Good
0.13,-83.52,-64.59,-18.25,8.91,-95.63,54.91,51.0,1,50.74,Fair
0.359,-90.82,-78.67,-9.6,-6.87,-88.53,48.02,48.0,3,38.03,Fair
0.564,-95.79,-80.01,-14.85,8.98,-111.68,12.0,27.0,7,55.38,Good
0.486,-98.99,-81.88,-18.48,-10.0,-93.32,71.17,61.0,5,16.19,Poor
0.148,-91.82,-75.97,-15.69,1.58,-96.12,52.73,43.0,2,41.54,Fair
1.394,-115.72,-98.77,-16.51,-10.0,-92.22,80.19,74.0,3,10.35,Poor
0.603,-100.67,-78.77,-19.5,-8.91,-98.25,51.39,45.0,2,16.68,Poor
0.364,-90.53,-74.15,-15.74,9.82,-103.93,36.99,41.0,0,43.47,Fair
0.426,-101.1,-84.12,-17.53,-4.11,-102.51,21.93,29.0,2,37.18,Fair
0.245,-89.01,-68.79,-19.5,-4.25,-92.37,52.76,48.0,3,29.54,Poor
0.128,-90.02,-76.28,-14.03,10.53,-103.62,20.99,30.0,2,52.46,Fair
0.198,-89.55,-74.07,-16.12,-4.79,-91.74,63.69,66.0,2,20.89,Poor
0.638,-97.28,-81.49,-14.3,,-89.54,73.72,69.0,4,21.57,Poor
0.02,-73.08,-54.92,-19.5,22.18,-101.88,37.87,41.0,2,49.47,Fair
0.056,-78.36,-61.4,-18.59,24.22,-107.09,2.34,15.0,1,66.03,Good
0.021,-72.58,-55.52,-17.98,21.54,-99.63,48.46,42.0,1,59.91,Good
0.02,-67.62,-51.62,-16.28,30.0,-111.26,2.67,23.0,0,75.79,Excellent
0.87,-101.86,-87.08,-13.08,3.07,-109.91,22.64,37.0,3,45.87,Fair
0.547,-98.55,-78.73,-19.5,3.6,-105.44,18.52,37.0,2,32.7,Poor
0.289,-87.02,-70.04,-16.52,15.82,-104.6,7.43,25.0,2,59.76,Good
0.046,-74.85,-55.0,-19.5,25.34,-102.74,32.92,39.0,1,64.6,Good
0.304,-96.46,-81.79,-14.02,-4.76,-99.82,51.21,52.0,2,27.06,Poor
0.289,-93.58,-77.58,-14.69,-10.0,-89.3,72.16,69.0,2,27.41,Poor
0.086,-83.05,-65.72,-18.46,7.81,-101.19,24.55,30.0,1,52.37,Fair
0.256,-91.88,-74.26,-17.24,9.21,-105.7,21.64,33.0,0,47.44,Fair
0.229,-81.13,-60.86,-19.5,16.39,-101.14,35.94,48.0,3,49.94,Fair
0.431,-95.22,-78.51,-15.74,2.52,-103.56,35.57,42.0,3,35.13,Fair
0.454,-105.3,-85.06,-19.5,-6.98,-102.06,42.91,45.0,1,22.83,Poor
0.021,-72.97,-53.84,-19.5,27.41,-108.84,1.94,19.0,0,73.03,Good
0.211,-98.27,-80.59,-18.05,-1.95,-101.52,15.02,23.0,1,39.0,Fair
0.442,-98.26,-83.11,-14.41,-4.68,-99.66,28.16,37.0,1,42.56,Fair
0.315,-101.94,-81.67,-19.31,0.03,-103.93,43.0,48.0,2,27.83,Poor
0.874,-106.32,-91.1,-16.51,-10.0,-100.91,24.67,36.0,3,29.08,Poor
0.484,-103.79,-85.86,-19.5,-7.03,-99.37,44.27,46.0,0,14.3,Poor
0.08,-80.64,-62.8,-16.37,11.28,-98.96,41.37,32.0,2,49.61,Fair
0.033,-74.61,-57.23,-17.98,19.43,-97.13,68.09,61.0,1,52.31,Fair
0.463,-96.11,-79.28,-15.08,6.72,-105.68,27.89,39.0,2,55.55,Good
0.02,-70.86,-55.33,-14.96,20.62,-97.4,21.93,35.0,4,65.24,Good
0.397,-101.57,-88.42,-13.3,-7.38,-98.98,33.81,43.0,0,33.88,Poor
1.268,-104.01,-81.8,-19.5,-5.85,-100.08,46.93,41.0,4,20.37,Poor
0.386,-88.06,-71.53,-15.33,0.23,-91.65,81.43,80.0,0,34.65,Poor
0.221,-89.29,-71.68,-17.86,3.52,-98.79,54.7,58.0,4,44.19,Fair
0.464,-99.05,-81.45,-18.14,-0.56,-102.17,17.01,29.0,2,36.18,Fair
0.276,-98.56,-77.27,-19.5,-10.0,-91.24,78.82,62.0,1,20.47,Poor
0.355,-98.66,-74.86,-19.5,3.72,-107.09,22.42,28.0,2,38.19,Fair
1.277,-104.32,-85.84,-18.79,-7.25,-100.38,37.31,47.0,5,18.84,Poor
0.22,-86.58,-69.05,-17.8,5.48,-95.6,61.92,42.0,3,40.71,Fair
1.462,-106.26,-91.63,-15.18,-10.0,-90.95,76.64,61.0,1,19.77,Poor
1.061,-101.32,-87.65,-14.59,-3.32,-105.94,25.34,44.0,1,38.68,Fair
0.098,-81.09,-68.41,-12.33,18.26,-106.48,9.9,22.0,1,61.73,Good
0.032,-72.44,-56.82,-16.18,21.76,-99.04,43.66,49.0,1,58.99,Good
0.048,-80.4,-68.68,-10.32,20.0,-104.93,20.53,33.0,5,72.31,Good
0.02,-69.75,-48.51,-19.5,21.5,-97.99,64.31,53.0,2,52.43,Fair
0.045,-80.58,-61.31,-19.5,4.71,-89.64,70.09,58.0,1,38.54,Fair
0.517,-98.22,-80.97,-17.12,2.42,-101.61,34.49,40.0,2,38.1,Fair
0.033,-73.37,-52.04,-19.5,16.98,-94.08,50.04,44.0,1,56.86,Good
0.173,-82.09,-67.3,-14.1,10.28,-98.07,36.46,40.0,1,51.79,Fair
0.839,-107.72,-92.18,-14.19,-0.8,-111.26,2.71,24.0,2,42.88,Fair
0.02,-68.52,-56.32,-12.93,30.0,-104.82,26.7,37.0,0,77.34,Excellent
0.758,-95.68,-75.36,-19.5,4.42,-105.9,13.61,33.0,4,39.22,Fair
0.149,-84.49,-68.92,-15.48,6.63,-99.71,26.76,34.0,2,53.77,Fair
0.057,-75.87,-57.83,-17.72,30.0,-111.78,7.79,25.0,2,69.91,Good
0.537,-96.26,-75.26,-19.5,-8.29,-95.88,48.44,35.0,3,28.97,Poor
0.446,-91.82,-69.7,-19.5,0.38,-98.36,63.6,49.0,2,27.79,Poor
0.945,-107.87,-89.95,-16.16,-10.0,-97.09,63.35,59.0,3,28.79,Poor
0.598,-105.09,-85.94,-18.51,-10.0,-103.54,33.78,46.0,2,23.0,Poor
0.732,-101.33,-86.04,-15.76,-5.14,-105.45,34.04,32.0,0,37.94,Fair
0.149,-96.17,-73.12,-19.5,0.11,-100.53,54.42,51.0,1,36.07,Fair
0.088,-78.06,-60.55,-16.59,21.07,-103.85,12.42,22.0,2,66.89,Good
0.625,-95.05,-76.81,-18.22,-8.75,-93.49,45.11,58.0,1,27.43,Poor
0.74,-103.13,-86.35,-15.95,-10.0,-92.92,49.36,49.0,1,22.06,Poor
2.096,-111.91,-90.32,-19.5,-10.0,-105.41,23.43,28.0,4,20.08,Poor
0.239,-91.91,-73.31,-18.9,4.09,-101.95,15.58,32.0,1,46.05,Fair
0.209,-90.25,-69.97,-19.5,-2.59,-92.18,60.52,48.0,0,34.86,Poor
0.674,-100.08,-81.02,-18.75,5.58,-106.36,22.46,45.0,3,35.69,Fair
0.188,-87.27,-69.94,-17.13,9.17,-102.69,30.33,26.0,4,49.44,Fair
1.202,-106.29,-85.5,-19.5,-7.87,-105.47,5.59,23.0,2,23.6,Poor
0.88,-99.12,-80.09,-19.09,7.5,-107.13,13.53,24.0,4,46.64,Fair
0.252,-90.28,-75.17,-16.06,-0.01,-97.45,55.19,63.0,1,39.12,Fair
0.625,-102.36,-87.33,-12.93,-8.06,-97.89,60.93,58.0,3,33.61,Poor
0.632,-94.69,-76.24,-17.72,0.47,-99.45,35.44,22.0,1,41.27,Fair
0.049,-83.41,-62.69,-19.5,9.52,-96.35,50.22,,5,38.82,Fair
1.048,-104.78,,-19.5,-10.0,-99.99,39.37,52.0,2,20.08,Poor
0.317,-90.17,-77.5,-13.31,4.13,-99.38,41.5,47.0,2,43.75,Fair
0.788,-104.83,-86.76,-18.01,-4.8,-101.1,56.28,50.0,1,25.15,Poor
0.174,-87.6,-68.13,-19.07,13.13,-104.93,7.32,25.0,3,46.47,Fair
1.016,-101.98,-83.09,-17.8,-4.39,-104.06,26.83,31.0,2,30.87,Poor
0.222,-94.4,-73.37,-19.5,0.4,-101.49,34.11,43.0,4,35.98,Fair
0.02,-70.73,-50.77,-19.5,11.76,-87.14,75.77,59.0,2,46.32,Fair
1.061,-105.15,-90.11,-14.69,-6.06,-103.71,35.59,41.0,2,33.09,Poor
0.043,-79.09,-64.14,-15.45,14.3,-100.7,39.6,44.0,1,58.8,Good
0.173,-79.61,-60.67,-18.7,20.41,-105.07,19.49,34.0,0,52.45,Fair
1.349,-109.66,-88.69,-19.5,-10.0,-105.07,8.85,32.0,2,27.05,Poor
1.354,-102.62,-84.19,-19.39,-1.76,-103.07,30.21,37.0,2,22.12,Poor
0.383,-97.27,-84.0,-12.23,-4.5,-97.0,26.63,37.0,2,35.59,Fair
0.45,-101.42,-86.56,-14.23,2.42,-108.73,28.4,36.0,2,34.78,Poor
0.268,-92.18,-72.1,-19.5,-0.96,-100.64,39.49,46.0,1,26.88,Poor
0.156,-85.33,-68.38,-17.49,18.68,-108.04,8.76,25.0,0,59.51,Good
0.179,-85.44,-67.08,-16.31,7.04,-96.66,40.55,43.0,2,50.49,Fair
0.502,-91.79,-70.59,-19.5,11.01,-109.21,3.93,22.0,2,47.91,Fair
0.628,-88.19,-73.8,-14.92,-4.32,-90.33,70.16,55.0,1,23.63,Poor
0.706,-99.98,-83.23,-16.16,-2.45,-102.84,37.93,41.0,1,36.58,Fair
0.701,-103.58,,-17.49,-5.53,-104.67,18.28,32.0,3,30.78,Poor
0.043,-75.06,-56.0,-19.5,21.57,-102.04,9.38,16.0,2,55.13,Good
0.307,-94.83,-74.52,-19.5,1.11,-104.36,36.07,41.0,4,38.36,Fair
0.027,-69.14,-55.58,-14.03,22.54,-99.55,51.6,46.0,2,67.89,Good
0.359,-100.31,-82.33,-17.42,-10.0,-96.66,46.84,44.0,3,24.06,Poor
0.262,-82.93,-62.32,-19.5,4.75,-94.36,42.43,37.0,1,37.8,Fair
0.984,-100.44,-88.01,-13.27,-5.55,-104.3,19.96,32.0,2,33.34,Poor
0.194,-96.56,-78.75,-18.64,0.45,-102.25,27.81,32.0,0,30.35,Poor
0.056,-81.96,-67.61,-15.23,15.76,-101.03,41.95,43.0,2,51.24,Fair
0.069,-77.69,-61.62,-14.88,18.1,-101.76,39.84,44.0,1,59.4,Good
0.645,-95.5,-85.01,-11.9,4.76,-106.54,15.69,28.0,0,49.58,Fair
0.433,-101.84,-79.67,-19.5,-10.0,-92.12,64.93,47.0,5,14.81,Poor
0.048,-74.95,-58.01,-15.73,17.45,-98.76,71.71,65.0,4,57.53,Good
0.04,-83.95,-68.37,-16.53,10.83,-97.2,34.83,40.0,4,54.18,Fair
0.543,-99.07,-80.09,-17.87,-5.23,-99.12,21.15,37.0,3,31.76,Poor
0.034,-70.43,-55.56,-14.49,12.78,-93.41,58.18,53.0,2,48.64,Fair
0.776,-104.02,-89.43,-13.87,-2.21,-108.52,23.03,,1,44.13,Fair
0.551,-104.87,-82.34,-19.5,-2.03,-109.42,16.13,29.0,0,30.68,Poor
0.038,-75.28,-51.85,-19.5,24.28,-102.38,26.12,35.0,1,64.94,Good
0.04,-78.65,-62.43,-16.28,18.63,-99.29,30.07,30.0,1,52.63,Fair
1.942,-107.25,-86.05,-19.5,-6.71,-104.24,18.03,25.0,5,25.03,Poor
0.211,-94.07,-75.0,-18.55,1.64,-102.95,33.87,53.0,3,40.92,Fair
0.208,-93.51,-79.75,-13.7,-10.0,-89.69,82.89,64.0,1,30.96,Poor
0.754,-109.64,-94.43,-15.91,-10.0,-99.24,32.14,45.0,1,24.72,Poor
1.324,-105.76,-83.11,-19.5,-4.39,-110.37,26.79,36.0,3,33.16,Poor
1.921,-110.32,-96.6,-14.69,-9.61,-107.88,7.34,22.0,5,33.64,Poor
0.63,-104.75,-79.91,-19.5,-10.0,-98.36,45.18,35.0,4,20.37,Poor
0.212,-89.81,-73.52,-15.85,10.16,-104.1,37.79,40.0,1,49.28,Fair
0.039,-71.98,-49.24,-19.5,19.9,-96.58,39.38,40.0,1,57.38,Good
0.676,-101.47,-84.39,-16.96,2.99,-105.25,23.53,27.0,2,41.56,Fair
0.368,-94.26,-73.86,-19.5,-0.08,-96.6,46.41,44.0,1,28.02,Poor
0.248,-90.85,-68.66,-19.5,1.4,-97.51,50.19,48.0,3,35.3,Fair
1.066,-109.38,-87.21,-19.5,-3.89,-109.33,13.11,33.0,4,32.8,Poor
0.053,-70.43,-54.18,-16.55,15.55,-91.56,64.54,72.0,0,52.47,Fair
0.305,-95.61,-80.18,-15.76,-10.0,-82.02,91.91,84.0,1,26.49,Poor
0.02,-67.82,-50.06,-18.6,19.0,-93.66,82.58,72.0,2,49.24,Fair
0.285,-90.04,-75.94,-15.71,8.69,-106.22,14.8,28.0,4,52.21,Fair
0.026,-73.21,-54.49,-19.35,24.12,-102.14,44.87,56.0,2,47.63,Fair
0.057,-76.83,-61.29,-15.95,18.34,-98.04,49.9,38.0,2,57.94,Good
0.056,-78.17,-56.93,-19.5,18.09,-102.49,27.7,38.0,1,53.89,Fair
0.471,-103.16,-86.87,-15.18,-10.0,-101.0,36.08,56.0,2,29.22,Poor
0.617,-101.15,-88.37,-13.42,-5.04,-99.69,51.55,48.0,1,38.51,Fair
0.394,-98.38,-76.18,-19.5,-8.83,-93.62,61.57,63.0,7,16.79,Poor
1.474,-109.22,-90.67,-19.5,-8.41,-104.01,16.39,31.0,6,24.03,Poor
0.211,-95.76,-77.67,-18.21,10.84,-109.88,15.37,18.0,3,48.51,Fair
0.151,-83.15,-61.87,-19.5,7.13,-91.76,69.56,,2,38.87,Fair
0.913,-96.81,-76.2,-19.5,-0.26,-101.76,22.94,38.0,8,40.15,Fair
0.114,-81.29,-65.58,-15.78,13.42,-102.24,17.07,22.0,1,53.35,Fair
1.486,-102.37,-85.72,-16.08,-5.98,-104.12,25.95,46.0,4,35.66,Fair
0.02,-71.82,-57.16,-13.86,30.0,-107.18,36.04,37.0,3,70.7,Good
1.576,-110.5,-96.9,-14.26,-10.0,-98.03,53.51,46.0,3,27.36,Poor
0.02,-73.56,-53.82,-19.5,18.71,-94.71,34.96,35.0,2,55.03,Good
0.998,-101.41,-82.24,-17.45,-1.74,-105.34,37.54,45.0,1,28.44,Poor
0.338,-93.68,-73.4,-19.5,16.0,-108.93,20.38,38.0,1,50.79,Fair
2.231,-111.28,-89.44,-19.5,-7.85,-109.11,5.84,24.0,1,26.87,Poor
0.034,-69.82,-49.5,-19.5,27.36,-101.64,43.59,53.0,1,66.3,Good
0.363,-93.61,-73.02,-19.5,1.77,-98.75,55.16,54.0,1,37.44,Fair
1.568,-111.26,-99.5,-11.58,-9.48,-110.15,11.49,18.0,3,35.8,Fair
0.333,-97.2,-80.12,-18.82,1.98,-103.11,38.03,36.0,2,38.39,Fair
0.447,-94.29,-73.4,-19.5,-10.0,-88.73,92.38,80.0,1,22.14,Poor
0.535,-94.42,-79.93,-14.18,9.46,-106.15,7.82,26.0,3,49.58,Fair
0.273,-90.54,-72.27,-17.72,3.41,-97.9,14.21,28.0,0,44.22,Fair
0.444,-89.39,-69.83,-19.5,,-98.0,40.93,48.0,2,44.57,Fair
0.395,-89.41,-70.09,-18.85,-4.31,-91.75,69.74,47.0,0,31.85,Poor
1.041,-102.6,-83.49,-19.5,-8.89,-102.34,18.14,24.0,0,30.2,Poor
0.021,-74.18,-54.38,-19.5,18.99,-100.18,35.04,24.0,2,55.13,Good
0.148,-92.73,-74.19,-19.5,-9.56,-91.26,57.69,51.0,4,21.77,Poor
1.352,-108.17,-94.56,-11.72,-10.0,-90.4,73.81,68.0,2,17.66,Poor
0.994,-100.95,-81.43,-18.92,-1.32,-104.05,46.49,47.0,2,32.02,Poor
0.274,-85.47,-66.62,-18.37,-2.54,-90.8,66.9,,1,30.61,Poor
0.436,-95.13,,-13.56,-2.89,-97.2,54.25,56.0,0,38.65,Fair
0.146,-82.68,-60.54,-19.5,13.88,-99.12,43.32,42.0,0,46.42,Fair
0.094,-84.52,-64.91,-19.5,21.11,-110.07,12.78,34.0,1,62.25,Good
0.28,-90.49,-76.64,-14.94,3.41,-97.87,37.9,51.0,1,43.1,Fair
0.196,-86.6,-71.06,-15.36,2.89,-96.4,64.18,52.0,1,41.0,Fair
0.394,-103.86,-87.55,-17.73,-1.7,-106.37,24.19,29.0,3,32.09,Poor
0.036,-77.11,-60.81,-16.51,13.47,-96.59,40.63,44.0,2,49.39,Fair
1.649,-104.55,-85.67,-18.33,-10.0,-94.7,76.29,58.0,4,9.4,Poor
1.928,-108.61,-93.54,-15.02,-10.0,-98.77,29.03,38.0,4,28.31,Poor
0.539,-103.43,-82.05,-19.5,-10.0,-94.38,41.91,44.0,1,21.84,Poor
0.346,-104.52,-83.38,-19.5,-10.0,-92.76,56.24,48.0,3,19.0,Poor
0.167,-89.95,-70.09,-19.5,3.19,-95.8,66.8,79.0,0,29.45,Poor
0.756,-101.87,-83.74,-17.85,1.37,-107.32,10.49,24.0,4,44.27,Fair
0.519,-101.86,-81.05,-19.5,-10.0,-96.9,51.61,39.0,2,22.06,Poor
0.08,-81.58,-64.41,-17.43,15.96,-100.23,54.61,68.0,2,48.28,Fair
1.088,-102.72,-86.89,-14.17,-10.0,-91.14,73.79,68.0,2,22.28,Poor
0.778,-99.15,-77.58,-19.5,7.73,-112.53,11.91,30.0,1,42.13,Fair
1.346,-116.01,-97.06,-19.19,-10.0,-98.86,45.96,46.0,3,17.02,Poor
0.582,-104.57,-88.62,-16.59,-10.0,-99.88,40.19,43.0,1,25.52,Poor
0.428,-97.86,-81.11,-17.64,-3.35,-100.86,35.3,56.0,0,27.11,Poor
0.244,-89.49,-73.7,-15.46,7.92,-100.69,22.53,26.0,2,42.81,Fair
1.215,-103.74,-79.67,-19.5,-1.12,-106.01,26.03,21.0,3,33.17,Poor
0.905,-101.25,-83.24,-18.52,-6.91,-99.89,38.77,61.0,4,25.04,Poor
0.021,-72.31,-53.84,-19.5,20.93,-94.19,64.36,63.0,1,60.96,Good
0.02,-71.75,-51.59,-19.5,15.63,-91.39,44.16,37.0,1,46.03,Fair
0.213,-93.5,-79.15,-15.24,10.61,-108.54,37.67,46.0,1,44.03,Fair
0.749,-98.42,-77.13,-19.5,-6.61,-96.59,61.46,61.0,5,24.25,Poor
1.964,-113.55,-97.37,-16.54,-10.0,-93.13,54.29,57.0,7,24.79,Poor
0.073,-78.03,-54.54,-19.5,18.88,-101.37,54.61,54.0,2,51.93,Fair
0.406,-95.36,-78.29,-17.74,0.39,-101.7,16.29,30.0,0,38.21,Fair
0.216,-90.9,-69.79,-19.5,4.17,-99.93,40.08,54.0,0,40.7,Fair
1.577,-110.59,-100.08,-12.1,-10.0,-98.92,47.0,42.0,1,28.39,Poor
0.831,-107.82,-93.35,-14.58,-10.0,-101.79,59.16,53.0,3,21.1,Poor
0.82,-104.88,-87.76,-16.16,-9.67,-98.36,42.75,57.0,0,23.31,Poor
0.285,-94.43,-82.53,-13.87,0.65,-98.73,40.33,43.0,2,42.39,Fair
0.241,-101.16,-81.35,-19.5,,-98.63,69.37,70.0,1,17.05,Poor
0.144,-88.0,-69.06,-18.75,6.57,-99.56,41.19,50.0,0,39.48,Fair
0.026,-68.97,-53.94,-16.16,29.52,-104.33,17.5,36.0,2,81.74,Excellent
0.9,-100.83,-82.88,-17.18,1.98,-105.26,21.75,32.0,2,39.14,Fair
0.754,-103.55,-83.13,-19.5,-10.0,-95.3,43.77,33.0,0,18.9,Poor
3.5,-114.7,,-10.65,-10.0,-102.2,31.31,38.0,5,34.97,Poor
2.563,-114.4,-100.22,-13.64,-10.0,-108.71,5.43,18.0,4,28.41,Poor
0.365,-94.67,-77.67,-16.14,0.14,-99.04,40.68,49.0,3,39.98,Fair
0.659,-94.24,-76.16,-16.56,10.15,-110.34,32.64,44.0,6,45.35,Fair
1.303,-102.43,-84.61,-17.12,0.57,-107.35,15.61,26.0,2,38.33,Fair
0.853,-100.54,-79.87,-19.5,1.32,-103.9,43.86,52.0,5,34.23,Poor
0.128,-88.17,-68.74,-19.5,8.26,-98.57,58.52,55.0,0,37.31,Fair
0.269,-89.64,-69.55,-19.5,11.08,-104.15,27.4,33.0,2,50.41,Fair
0.062,-86.77,-72.94,-14.61,12.49,-102.4,41.73,51.0,2,58.41,Good
1.386,-107.85,-89.42,-17.73,-10.0,-98.4,31.75,34.0,3,23.01,Poor
0.419,-94.14,-77.06,-16.66,-5.96,-93.38,72.61,89.0,2,31.29,Poor
0.117,-82.46,-60.08,-19.5,9.21,-95.93,58.96,69.0,1,44.9,Fair
0.501,-95.34,-76.82,-18.0,1.45,-101.11,32.86,33.0,3,36.57,Fair
0.433,-95.57,-79.58,-16.05,-0.75,-101.78,26.08,27.0,0,40.73,Fair
0.2,-90.83,-70.27,-19.5,-4.26,-94.82,50.3,62.0,3,27.93,Poor
0.054,-76.69,-57.0,-18.04,10.46,-94.85,48.02,47.0,0,51.7,Fair
0.501,-101.83,-86.29,-16.59,4.66,-110.91,21.46,24.0,2,37.1,Fair
0.331,-97.79,-80.84,-17.85,-2.26,-99.73,30.45,34.0,1,31.76,Poor
0.666,-100.23,-83.23,-17.28,-10.0,-93.68,52.73,57.0,2,28.23,Poor
0.33,-93.72,-72.03,-19.5,-3.46,-94.84,33.23,35.0,2,34.9,Poor
0.86,-110.01,-91.4,-18.0,-10.0,-101.61,33.88,41.0,1,26.95,Poor
0.361,-93.36,-73.18,-19.5,-4.05,-98.37,45.52,38.0,2,36.31,Fair
0.37,-92.31,-75.79,-16.47,-7.46,-91.77,65.28,66.0,1,29.04,Poor
0.942,-103.8,-84.79,-17.31,-10.0,-91.88,42.84,44.0,5,28.18,Poor
0.232,-81.87,-59.96,-19.5,3.04,-89.88,79.66,67.0,3,33.38,Poor
0.065,-83.09,-66.17,-17.42,7.97,-97.39,51.17,51.0,2,46.31,Fair
0.02,-71.89,-53.54,-18.0,26.15,-101.15,29.82,40.0,4,63.1,Good
0.633,-101.62,-87.71,-13.3,-10.0,-94.72,76.67,67.0,2,23.56,Poor
0.436,-97.11,-81.41,-14.13,-10.0,-90.98,64.24,48.0,1,27.33,Poor
0.548,-100.11,-83.11,-17.74,2.34,-106.8,17.71,22.0,2,33.12,Poor
0.108,-90.36,-75.54,-15.59,2.8,-93.27,67.44,53.0,0,33.33,Poor
0.066,-82.7,-60.74,-19.5,19.87,-106.74,12.56,23.0,4,57.45,Good
0.02,-70.83,-55.35,-15.73,13.75,-90.98,53.89,48.0,1,59.02,Good
0.194,-84.9,-64.54,-19.5,17.87,-106.89,17.53,32.0,0,48.18,Fair
0.401,-87.28,-68.72,-18.09,6.43,-101.65,18.48,32.0,2,45.05,Fair
0.224,-85.71,-67.61,-19.41,11.3,-102.1,57.24,58.0,0,43.04,Fair
0.259,-95.4,-72.94,-19.5,-6.85,-91.03,67.2,80.0,4,21.95,Poor
1.055,-107.26,-96.04,-10.75,-8.87,-101.3,20.44,38.0,8,32.66,Poor
0.193,-90.38,-72.97,-15.39,12.07,-105.69,6.56,27.0,0,57.04,Good
0.325,-87.12,-72.36,-15.63,6.75,-101.37,43.84,48.0,3,51.09,Fair
0.689,-101.44,-89.32,-12.07,-7.1,-100.16,32.46,37.0,0,33.57,Poor
0.227,-96.48,-82.06,-15.85,-6.35,-99.92,30.13,42.0,2,34.1,Poor
0.438,-98.85,-80.8,-18.74,1.55,-104.57,27.02,33.0,0,33.0,Poor
0.892,-99.99,-84.17,-14.34,-9.09,-96.14,66.33,57.0,5,31.64,Poor
1.344,-103.81,-83.12,-19.5,-7.73,-98.46,37.54,43.0,5,21.63,Poor
0.072,-82.02,-64.66,-18.52,19.13,-108.03,16.86,26.0,2,56.32,Good
1.175,-102.68,-85.65,-17.78,-9.6,-101.16,32.41,31.0,7,32.54,Poor
0.305,-102.8,-85.76,-16.43,-9.79,-94.4,52.1,56.0,2,18.5,Poor
0.134,-86.22,-68.51,-17.25,9.98,-99.31,57.87,50.0,2,44.4,Fair
0.277,-89.42,-72.68,-16.84,7.41,-100.58,40.66,45.0,5,41.22,Fair
1.761,-112.25,-96.81,-14.86,-10.0,-102.3,39.53,61.0,4,24.7,Poor
0.305,-97.07,-76.1,-19.5,3.57,-104.33,20.14,34.0,2,41.44,Fair
0.179,-96.59,-80.46,-16.57,8.32,-105.52,13.4,29.0,0,53.84,Fair
0.452,-90.75,-73.9,-18.07,6.57,-103.64,24.49,37.0,1,38.92,Fair
0.124,-88.79,-69.5,-19.25,0.4,-93.36,53.74,50.0,2,39.06,Fair
0.036,-74.28,-55.33,-19.5,19.7,-98.94,40.89,48.0,1,52.93,Fair
0.062,-77.58,-62.26,-15.04,20.77,-105.37,20.24,33.0,1,63.11,Good
0.062,-73.89,-53.63,-19.45,19.53,-101.64,31.53,41.0,2,61.2,Good
0.074,-82.13,-62.52,-19.5,14.41,-102.33,25.84,37.0,3,49.37,Fair
0.067,-82.84,-64.31,-19.5,11.49,-99.22,18.93,33.0,2,52.36,Fair
0.461,-96.6,-79.89,-17.12,-2.73,-99.48,37.21,45.0,4,34.28,Poor
0.09,-78.08,-61.3,-17.69,20.71,-101.35,48.03,49.0,1,58.67,Good
0.191,-90.34,-72.95,-19.16,13.09,-106.52,19.71,37.0,2,43.0,Fair
1.022,-108.02,-93.71,-15.01,-10.0,-100.29,49.0,36.0,3,22.57,Poor
0.289,-99.41,-81.53,-17.84,2.43,-105.59,24.26,44.0,3,35.11,Fair
0.496,-102.8,-82.13,-19.5,-7.56,-100.18,39.27,36.0,1,31.35,Poor
0.085,-79.24,-58.61,-19.5,20.07,-103.69,21.31,32.0,1,58.68,Good
0.096,-85.03,-68.17,-16.33,9.13,-99.06,57.29,53.0,1,43.85,Fair
0.02,-72.87,-51.68,-19.5,13.05,-90.66,57.67,59.0,1,56.82,Good
